ncol,nrow,population,allroads,mainroads,secroads,industries,traffic_points
13.0,18.0,349.0,0.0,0.0,0.0,0.0,0.0
14.0,18.0,2813.0,2.7,0.0,0.0,0.5,1.0
15.0,18.0,337.0,0.3,0.0,0.0,0.0,0.0
16.0,18.0,147.0,6.2,0.0,0.0,0.5,2.0
17.0,18.0,146.0,0.4,0.0,0.0,0.0,0.0
18.0,18.0,4968.0,1.3,2.4,0.0,0.5,0.0
19.0,18.0,10797.0,0.2,2.1,0.0,0.5,10.0
20.0,18.0,28667.0,6.1,2.2,0.0,2.0,70.0
21.0,18.0,25093.0,6.1,0.0,0.0,0.5,8.0
22.0,18.0,10302.0,3.3,0.0,0.0,1.0,20.0
23.0,18.0,19675.0,0.7,0.0,0.0,0.5,0.0
24.0,18.0,12965.0,0.8,0.0,0.0,0.5,1.0
25.0,18.0,15451.0,0.6,1.4,0.0,0.5,0.0
26.0,18.0,5927.0,0.0,2.4,0.0,0.5,4.0
27.0,18.0,30617.0,1.2,3.0,0.0,0.5,3.0
28.0,18.0,73127.0,7.9,2.1,0.0,10.0,23.0
29.0,18.0,77405.0,7.4,4.4,0.0,11.0,55.0
30.0,18.0,58487.0,11.3,2.5,0.0,4.0,44.0
31.0,18.0,33247.0,12.3,4.6,0.4,5.0,52.0
32.0,18.0,29479.0,20.8,1.3,0.0,1.0,38.0
33.0,18.0,58711.0,14.9,0.0,0.0,1.0,14.0
34.0,18.0,18564.0,9.9,0.9,0.0,16.0,19.0
35.0,18.0,9166.0,9.3,2.3,0.0,1.0,19.0
36.0,18.0,8328.0,5.6,2.9,1.2,1.0,13.0
37.0,18.0,1813.0,4.8,3.0,1.3,1.0,20.0
38.0,18.0,15688.0,0.0,0.0,0.0,0.5,0.0
39.0,18.0,1919.0,0.0,0.0,0.0,0.0,1.0
40.0,18.0,1686.0,0.0,0.0,1.0,0.0,0.0
41.0,18.0,8226.0,0.3,0.0,0.0,0.5,4.0
42.0,18.0,778.0,0.0,0.0,0.0,0.0,0.0
43.0,18.0,417.0,0.0,0.0,0.0,1.0,0.0
44.0,18.0,222.0,0.0,1.2,0.0,1.0,0.0
45.0,18.0,139.0,0.0,0.0,0.0,0.0,0.0
46.0,18.0,175.0,0.0,0.0,0.0,0.0,0.0
47.0,18.0,138.0,0.0,0.0,0.0,0.0,0.0
48.0,18.0,1344.0,0.0,0.0,0.0,0.5,0.0
49.0,18.0,57.0,0.0,0.0,0.0,0.0,0.0
50.0,18.0,188.0,0.0,0.0,0.0,0.0,0.0
1.0,19.0,63.0,0.0,0.0,0.0,0.0,0.0
2.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0
3.0,19.0,185.0,0.0,0.0,0.0,0.0,0.0
4.0,19.0,113.0,0.0,0.0,0.0,0.0,0.0
5.0,19.0,32.0,0.0,0.0,0.0,0.0,0.0
6.0,19.0,37.0,0.0,0.4,0.0,0.0,0.0
7.0,19.0,532.0,0.0,1.7,1.5,0.5,1.0
8.0,19.0,13164.0,0.0,2.3,0.2,0.5,8.0
9.0,19.0,9675.0,2.3,3.1,0.0,2.0,54.0
10.0,19.0,1515.0,1.1,2.1,0.8,1.0,26.0
11.0,19.0,709.0,0.0,2.1,0.0,0.5,1.0
12.0,19.0,5883.0,0.1,2.1,0.0,0.5,3.0
13.0,19.0,972.0,0.0,2.1,0.0,0.5,1.0
14.0,19.0,334.0,2.1,2.1,0.0,0.5,8.0
15.0,19.0,355.0,0.6,2.1,0.0,0.5,7.0
16.0,19.0,350.0,8.5,2.1,0.0,1.0,16.0
17.0,19.0,485.0,1.2,2.1,0.0,0.5,6.0
18.0,19.0,1448.0,0.5,4.3,0.0,0.5,13.0
19.0,19.0,14208.0,0.3,2.1,0.0,0.5,8.0
20.0,19.0,29094.0,1.2,7.2,0.0,2.0,62.0
21.0,19.0,23572.0,7.0,3.3,0.0,1.0,51.0
22.0,19.0,22655.0,13.4,1.8,0.0,4.0,48.0
23.0,19.0,22699.0,10.6,0.0,0.0,1.0,6.0
24.0,19.0,28030.0,2.9,1.0,0.0,0.5,3.0
25.0,19.0,18881.0,1.0,1.7,0.0,0.5,0.0
26.0,19.0,8693.0,0.0,0.0,0.0,0.5,0.0
27.0,19.0,20187.0,0.0,1.3,0.0,0.5,8.0
28.0,19.0,25850.0,3.7,0.0,0.0,1.0,18.0
29.0,19.0,6032.0,6.0,2.5,0.2,1.0,23.0
30.0,19.0,21192.0,9.3,2.4,0.0,1.0,31.0
31.0,19.0,17241.0,16.8,0.0,2.5,1.0,32.0
32.0,19.0,34060.0,14.4,0.9,2.3,1.0,14.0
33.0,19.0,20131.0,17.6,5.4,0.0,1.0,32.0
34.0,19.0,8380.0,11.7,3.3,0.2,3.0,16.0
35.0,19.0,4467.0,8.7,0.7,1.5,1.0,26.0
36.0,19.0,1449.0,5.1,0.0,1.2,0.5,15.0
37.0,19.0,418.0,5.9,2.3,0.0,0.5,15.0
38.0,19.0,1091.0,0.1,0.0,0.0,0.0,0.0
39.0,19.0,413.0,0.5,0.0,0.0,0.0,0.0
40.0,19.0,381.0,1.7,0.0,0.0,0.0,0.0
41.0,19.0,423.0,0.8,0.0,0.0,1.0,0.0
42.0,19.0,222.0,0.0,0.0,0.0,1.0,0.0
43.0,19.0,150.0,0.0,0.0,0.0,1.0,1.0
44.0,19.0,859.0,0.0,1.1,0.0,1.0,4.0
45.0,19.0,104.0,0.0,0.0,0.0,1.0,0.0
46.0,19.0,104.0,0.0,0.0,0.0,0.0,0.0
47.0,19.0,104.0,0.0,0.0,0.0,0.0,0.0
48.0,19.0,206.0,0.0,0.0,0.0,0.0,0.0
49.0,19.0,127.0,0.0,0.0,0.0,0.0,0.0
50.0,19.0,41.0,0.0,0.0,0.0,0.0,0.0
1.0,20.0,63.0,1.1,0.0,0.0,0.0,0.0
2.0,20.0,44.0,1.0,0.0,0.0,0.0,0.0
3.0,20.0,963.0,0.6,0.0,0.0,0.0,0.0
4.0,20.0,31.0,1.0,0.0,0.0,0.0,0.0
5.0,20.0,37.0,0.5,0.0,0.0,0.0,0.0
6.0,20.0,287.0,0.0,0.8,0.6,0.0,1.0
7.0,20.0,597.0,0.0,2.5,0.3,0.5,1.0
8.0,20.0,9218.0,1.4,2.7,0.0,3.0,108.0
9.0,20.0,4143.0,2.2,0.7,0.0,1.0,43.0
10.0,20.0,334.0,0.0,0.0,0.0,0.0,0.0
11.0,20.0,254.0,0.0,0.0,0.0,0.0,0.0
12.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0
13.0,20.0,324.0,0.0,0.0,0.0,0.0,0.0
14.0,20.0,114.0,0.0,0.0,0.0,0.0,0.0
15.0,20.0,127.0,0.0,0.0,0.0,0.0,1.0
16.0,20.0,109.0,8.6,0.0,0.0,0.5,2.0
17.0,20.0,258.0,2.5,0.0,0.0,0.5,1.0
18.0,20.0,684.0,0.4,2.3,0.0,0.5,12.0
19.0,20.0,968.0,2.0,0.0,0.0,0.5,5.0
20.0,20.0,16669.0,2.6,2.3,0.0,1.0,24.0
21.0,20.0,8443.0,5.1,0.0,0.0,0.5,14.0
22.0,20.0,8809.0,10.2,1.3,0.0,1.0,18.0
23.0,20.0,80817.0,20.1,2.2,0.0,1.0,46.0
24.0,20.0,13494.0,11.1,4.6,0.0,2.0,64.0
25.0,20.0,17899.0,9.9,1.4,0.0,1.0,22.0
26.0,20.0,20415.0,8.2,0.5,0.7,0.5,13.0
27.0,20.0,8636.0,2.1,3.1,1.9,0.5,2.0
28.0,20.0,81071.0,5.1,4.7,0.0,1.0,20.0
29.0,20.0,38314.0,9.9,1.9,2.3,1.0,24.0
30.0,20.0,53639.0,11.6,2.3,2.6,1.0,15.0
31.0,20.0,44000.0,20.9,0.0,6.2,2.0,64.0
32.0,20.0,29333.0,17.5,0.0,2.9,1.0,38.0
33.0,20.0,45946.0,9.8,2.0,2.5,4.0,20.0
34.0,20.0,9185.0,9.7,5.1,1.7,10.0,49.0
35.0,20.0,8610.0,9.6,0.0,0.0,6.0,15.0
36.0,20.0,3608.0,11.2,0.0,0.2,1.0,38.0
37.0,20.0,2507.0,9.4,2.3,0.6,3.0,88.0
38.0,20.0,2674.0,6.0,0.0,0.0,0.5,6.0
39.0,20.0,37.0,1.0,0.0,0.0,0.0,1.0
40.0,20.0,114.0,1.8,0.0,0.0,1.0,8.0
41.0,20.0,104.0,0.0,0.0,0.0,1.0,0.0
42.0,20.0,35.0,0.0,0.0,0.0,1.0,0.0
43.0,20.0,291.0,0.0,0.0,0.0,1.0,0.0
44.0,20.0,251.0,0.0,1.2,0.0,1.0,1.0
45.0,20.0,37.0,0.0,0.0,0.0,0.0,0.0
46.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0
47.0,20.0,41.0,0.0,0.0,0.0,0.0,0.0
48.0,20.0,365.0,0.0,0.0,0.0,0.0,0.0
49.0,20.0,317.0,0.0,0.9,0.0,0.0,1.0
50.0,20.0,1149.0,0.7,2.1,0.0,0.5,6.0
1.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0
2.0,21.0,73.0,0.2,0.0,0.0,0.0,0.0
3.0,21.0,408.0,0.4,0.0,0.0,0.0,0.0
4.0,21.0,806.0,0.0,0.0,0.0,0.5,0.0
5.0,21.0,762.0,0.6,1.6,0.0,0.5,1.0
6.0,21.0,637.0,3.2,1.9,0.0,0.5,3.0
7.0,21.0,413.0,1.2,0.0,0.0,0.0,0.0
8.0,21.0,744.0,0.6,0.0,0.0,0.0,0.0
9.0,21.0,469.0,0.0,1.1,0.0,0.0,12.0
10.0,21.0,126.0,0.0,0.0,0.0,0.0,0.0
11.0,21.0,1819.0,0.0,0.0,0.0,0.0,0.0
12.0,21.0,127.0,0.0,0.0,0.0,0.0,0.0
13.0,21.0,253.0,0.0,0.0,0.0,0.0,1.0
14.0,21.0,110.0,0.0,0.0,0.0,0.0,0.0
15.0,21.0,1094.0,1.8,0.0,0.0,0.5,2.0
16.0,21.0,54.0,7.4,0.0,0.0,0.5,16.0
17.0,21.0,114.0,3.3,0.0,0.0,0.5,4.0
18.0,21.0,594.0,3.2,2.4,0.0,0.5,7.0
19.0,21.0,1446.0,2.9,0.0,0.0,0.5,11.0
20.0,21.0,8119.0,4.5,0.8,0.0,0.5,2.0
21.0,21.0,7561.0,8.1,1.5,0.0,0.5,17.0
22.0,21.0,11175.0,10.7,0.0,2.1,1.0,26.0
23.0,21.0,32247.0,14.3,0.0,2.1,1.0,19.0
24.0,21.0,15963.0,12.8,2.4,2.1,1.0,21.0
25.0,21.0,12772.0,15.1,1.9,1.4,1.0,27.0
26.0,21.0,22988.0,19.2,4.9,0.3,2.0,72.0
27.0,21.0,21025.0,15.4,0.7,0.5,1.0,26.0
28.0,21.0,30880.0,2.8,2.6,2.4,0.5,11.0
29.0,21.0,28256.0,10.1,2.9,2.4,1.0,23.0
30.0,21.0,35844.0,10.9,5.9,2.8,1.0,37.0
31.0,21.0,25394.0,7.9,1.8,3.2,1.0,14.0
32.0,21.0,17959.0,6.5,2.5,1.2,1.0,47.0
33.0,21.0,20501.0,7.4,1.0,3.3,4.0,25.0
34.0,21.0,9186.0,11.6,2.3,1.5,7.0,18.0
35.0,21.0,9185.0,18.0,0.0,1.5,1.0,28.0
36.0,21.0,6925.0,11.1,0.0,0.9,1.0,48.0
37.0,21.0,2752.0,11.7,2.3,0.0,2.0,55.0
38.0,21.0,1439.0,3.9,0.0,0.0,0.5,5.0
39.0,21.0,124.0,1.8,0.0,0.0,0.0,0.0
40.0,21.0,237.0,2.4,0.0,0.0,1.0,0.0
41.0,21.0,270.0,0.0,0.0,0.0,1.0,0.0
42.0,21.0,254.0,0.0,0.0,0.0,1.0,0.0
43.0,21.0,6379.0,1.0,3.0,0.0,1.0,4.0
44.0,21.0,1228.0,1.8,3.8,0.0,0.5,16.0
45.0,21.0,372.0,0.3,3.7,0.0,0.5,2.0
46.0,21.0,266.0,0.3,4.5,0.0,0.5,1.0
47.0,21.0,128.0,0.4,2.8,0.0,0.5,0.0
48.0,21.0,250.0,0.4,2.2,0.0,0.5,0.0
49.0,21.0,128.0,0.0,1.3,0.0,0.0,0.0
50.0,21.0,1309.0,1.1,0.0,0.0,0.5,3.0
1.0,22.0,124.0,0.0,0.0,0.0,0.0,0.0
2.0,22.0,254.0,0.0,0.0,0.0,0.0,0.0
3.0,22.0,571.0,0.0,0.9,0.0,0.0,0.0
4.0,22.0,3104.0,0.0,2.4,0.0,0.5,6.0
5.0,22.0,2782.0,0.0,1.0,0.0,0.5,3.0
6.0,22.0,431.0,0.7,0.0,0.0,0.0,1.0
7.0,22.0,249.0,3.3,0.0,0.0,0.5,1.0
8.0,22.0,635.0,1.1,0.0,0.0,0.0,0.0
9.0,22.0,426.0,1.2,1.2,0.0,0.5,5.0
10.0,22.0,254.0,0.6,0.0,0.0,0.0,3.0
11.0,22.0,127.0,0.0,0.0,0.0,0.0,0.0
12.0,22.0,127.0,0.0,0.0,0.0,0.0,0.0
13.0,22.0,253.0,0.0,0.0,0.0,0.0,0.0
14.0,22.0,127.0,0.0,0.0,0.0,0.0,0.0
15.0,22.0,1800.0,2.9,0.0,0.0,0.5,1.0
16.0,22.0,570.0,2.5,0.0,0.0,0.5,0.0
17.0,22.0,121.0,7.3,0.0,0.0,0.5,14.0
18.0,22.0,975.0,9.6,1.6,0.1,2.0,78.0
19.0,22.0,1220.0,1.6,0.7,0.0,0.5,2.0
20.0,22.0,4142.0,4.2,0.0,0.0,0.5,10.0
21.0,22.0,3952.0,10.4,2.4,0.0,2.0,59.0
22.0,22.0,8257.0,13.9,0.3,2.3,2.0,56.0
23.0,22.0,21551.0,16.1,1.1,0.0,1.0,33.0
24.0,22.0,10775.0,12.6,3.7,0.5,1.0,20.0
25.0,22.0,12346.0,15.9,2.9,0.3,1.0,11.0
26.0,22.0,30710.0,17.7,1.6,1.1,1.0,35.0
27.0,22.0,39869.0,15.0,4.8,2.1,1.0,41.0
28.0,22.0,33263.0,7.5,2.5,2.8,1.0,5.0
29.0,22.0,45796.0,12.1,2.2,2.4,1.0,15.0
30.0,22.0,33449.0,12.7,3.7,2.7,7.0,36.0
31.0,22.0,27937.0,4.2,0.7,1.3,3.0,14.0
32.0,22.0,21551.0,8.3,0.0,2.9,4.0,29.0
33.0,22.0,30597.0,6.3,0.0,1.0,21.0,8.0
34.0,22.0,18184.0,10.5,2.3,2.4,10.0,34.0
35.0,22.0,9557.0,10.6,0.0,0.0,0.5,10.0
36.0,22.0,6940.0,7.7,0.0,0.0,15.0,8.0
37.0,22.0,1890.0,6.2,1.0,0.0,0.5,14.0
38.0,22.0,2026.0,7.2,1.3,0.0,3.0,12.0
39.0,22.0,364.0,6.8,0.0,0.0,0.5,0.0
40.0,22.0,379.0,5.8,0.0,0.0,1.0,1.0
41.0,22.0,442.0,0.9,1.8,0.0,1.0,4.0
42.0,22.0,350.0,1.9,2.5,0.0,1.0,2.0
43.0,22.0,4783.0,1.2,1.3,0.0,1.0,4.0
44.0,22.0,544.0,1.5,0.0,0.0,0.0,0.0
45.0,22.0,74.0,0.0,0.0,0.0,0.0,0.0
46.0,22.0,42.0,0.0,1.2,0.0,0.0,0.0
47.0,22.0,95.0,0.0,0.0,0.0,0.0,1.0
48.0,22.0,170.0,0.0,0.0,0.0,0.0,0.0
49.0,22.0,41.0,0.0,0.0,0.0,0.0,0.0
50.0,22.0,127.0,0.0,0.0,0.0,0.0,0.0
1.0,23.0,845.0,0.0,2.2,0.0,0.5,2.0
2.0,23.0,1063.0,0.0,2.2,0.0,0.5,5.0
3.0,23.0,5644.0,0.0,1.5,0.0,0.0,4.0
4.0,23.0,490.0,0.0,0.0,0.0,0.0,0.0
5.0,23.0,334.0,0.0,0.0,0.0,0.0,0.0
6.0,23.0,349.0,0.3,0.0,0.0,0.0,2.0
7.0,23.0,368.0,0.6,0.0,0.0,0.0,1.0
8.0,23.0,1138.0,0.0,0.9,0.0,0.0,0.0
9.0,23.0,543.0,0.0,0.3,0.0,0.5,0.0
10.0,23.0,476.0,0.7,0.0,0.0,0.0,2.0
11.0,23.0,549.0,1.1,0.0,0.0,0.0,2.0
12.0,23.0,1987.0,1.3,0.0,0.0,0.5,8.0
13.0,23.0,508.0,0.6,0.0,0.0,0.0,2.0
14.0,23.0,168.0,0.2,0.0,0.0,0.0,1.0
15.0,23.0,815.0,1.3,0.0,0.0,0.0,2.0
16.0,23.0,1908.0,13.5,0.0,0.0,1.0,2.0
17.0,23.0,3028.0,14.0,0.0,0.0,1.0,11.0
18.0,23.0,14601.0,15.9,2.5,2.4,2.0,61.0
19.0,23.0,1459.0,8.9,0.0,0.0,0.5,6.0
20.0,23.0,2931.0,6.0,0.0,0.0,0.5,3.0
21.0,23.0,4202.0,10.9,2.3,2.7,1.0,38.0
22.0,23.0,17831.0,9.0,0.0,2.6,1.0,17.0
23.0,23.0,36744.0,13.2,0.0,4.3,2.0,53.0
24.0,23.0,18372.0,14.3,2.4,4.0,1.0,22.0
25.0,23.0,28309.0,14.2,2.8,5.2,1.0,39.0
26.0,23.0,65073.0,8.7,2.5,8.4,2.0,65.0
27.0,23.0,91594.0,10.4,0.1,6.4,1.0,32.0
28.0,23.0,102844.0,7.2,2.3,8.7,1.0,43.0
29.0,23.0,72856.0,15.1,0.0,4.0,2.0,75.0
30.0,23.0,75429.0,13.8,1.7,1.4,2.0,54.0
31.0,23.0,71838.0,5.6,3.2,1.3,3.0,16.0
32.0,23.0,61960.0,5.6,2.1,2.2,4.0,26.0
33.0,23.0,79096.0,11.9,2.2,1.4,13.0,24.0
34.0,23.0,34751.0,6.1,5.2,3.3,4.0,35.0
35.0,23.0,32327.0,9.3,2.4,1.4,1.0,31.0
36.0,23.0,18249.0,9.9,2.1,0.0,16.0,37.0
37.0,23.0,18118.0,7.5,2.1,0.0,13.0,44.0
38.0,23.0,15460.0,11.2,4.4,0.0,5.0,58.0
39.0,23.0,3102.0,12.9,2.1,0.3,7.0,43.0
40.0,23.0,2229.0,9.3,2.3,1.0,2.0,43.0
41.0,23.0,1618.0,2.4,0.8,0.0,1.0,0.0
42.0,23.0,713.0,0.0,0.0,0.0,1.0,0.0
43.0,23.0,2360.0,1.2,0.0,0.0,0.0,0.0
44.0,23.0,65.0,0.2,0.0,0.0,0.0,0.0
45.0,23.0,75.0,0.0,0.0,0.0,0.0,0.0
46.0,23.0,149.0,0.0,1.3,0.0,0.0,0.0
47.0,23.0,1631.0,0.0,0.1,0.0,0.0,0.0
48.0,23.0,312.0,0.0,0.0,0.0,0.0,0.0
49.0,23.0,105.0,0.0,0.0,0.0,0.0,0.0
50.0,23.0,139.0,0.0,0.0,0.0,0.0,0.0
1.0,24.0,286.0,0.0,0.0,0.0,0.0,0.0
2.0,24.0,254.0,0.0,0.0,0.0,0.0,1.0
3.0,24.0,146.0,0.0,0.0,0.0,0.0,1.0
4.0,24.0,127.0,0.0,0.0,0.0,0.0,0.0
5.0,24.0,127.0,0.0,0.0,0.0,0.0,0.0
6.0,24.0,69.0,0.0,0.0,0.0,0.0,0.0
7.0,24.0,254.0,0.0,0.0,0.0,0.0,0.0
8.0,24.0,862.0,0.0,1.2,0.0,0.0,0.0
9.0,24.0,254.0,0.0,0.0,0.0,0.0,0.0
10.0,24.0,114.0,0.0,0.0,0.0,0.0,0.0
11.0,24.0,127.0,0.0,0.0,0.0,0.0,0.0
12.0,24.0,127.0,0.0,0.0,0.0,0.0,0.0
13.0,24.0,191.0,3.1,0.0,0.0,0.5,7.0
14.0,24.0,182.0,2.8,0.0,0.0,0.5,8.0
15.0,24.0,121.0,3.7,0.0,0.0,0.5,11.0
16.0,24.0,392.0,10.8,0.0,0.0,2.0,85.0
17.0,24.0,4663.0,21.7,0.0,0.0,2.0,77.0
18.0,24.0,2854.0,12.5,2.3,1.2,1.0,43.0
19.0,24.0,1265.0,6.3,0.0,2.1,0.5,3.0
20.0,24.0,2404.0,4.5,0.0,1.4,0.5,10.0
21.0,24.0,3021.0,12.2,1.1,0.4,1.0,34.0
22.0,24.0,7981.0,12.6,1.4,2.8,2.0,60.0
23.0,24.0,18066.0,16.8,0.0,2.1,1.0,46.0
24.0,24.0,9186.0,8.2,2.6,2.4,1.0,11.0
25.0,24.0,9185.0,6.4,2.5,0.4,0.5,6.0
26.0,24.0,24245.0,12.0,0.6,2.9,1.0,23.0
27.0,24.0,51184.0,15.0,4.1,5.7,3.0,99.0
28.0,24.0,63218.0,10.3,1.9,4.8,1.0,14.0
29.0,24.0,47413.0,17.6,2.6,1.6,4.0,26.0
30.0,24.0,48491.0,10.5,3.3,0.6,7.0,34.0
31.0,24.0,32326.0,4.9,1.6,0.4,0.5,11.0
32.0,24.0,25542.0,7.6,0.0,3.2,9.0,16.0
33.0,24.0,23703.0,13.3,0.0,3.5,4.0,35.0
34.0,24.0,9186.0,13.7,1.6,2.9,2.0,76.0
35.0,24.0,9166.0,12.7,0.7,3.0,4.0,49.0
36.0,24.0,6972.0,13.7,0.0,2.4,1.0,15.0
37.0,24.0,3576.0,3.7,0.0,2.2,0.5,8.0
38.0,24.0,2673.0,9.0,2.4,0.5,0.5,16.0
39.0,24.0,1278.0,12.5,0.0,0.4,24.0,10.0
40.0,24.0,511.0,3.6,0.0,3.6,2.0,18.0
41.0,24.0,280.0,1.7,0.0,0.0,1.0,0.0
42.0,24.0,104.0,3.3,0.0,0.0,0.0,0.0
43.0,24.0,557.0,3.3,0.0,0.0,0.5,0.0
44.0,24.0,161.0,1.1,0.0,0.0,0.0,0.0
45.0,24.0,139.0,0.9,0.0,0.0,0.0,0.0
46.0,24.0,70.0,1.1,0.3,0.0,0.0,0.0
47.0,24.0,105.0,0.0,0.9,0.0,0.0,2.0
48.0,24.0,133.0,0.0,0.0,0.0,0.0,0.0
49.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0
50.0,24.0,919.0,0.0,0.0,0.0,0.0,0.0
1.0,25.0,114.0,0.0,0.0,0.0,0.0,0.0
2.0,25.0,127.0,0.0,0.0,0.0,0.0,0.0
3.0,25.0,254.0,0.0,0.0,0.0,0.0,0.0
4.0,25.0,127.0,0.0,0.0,0.0,0.0,0.0
5.0,25.0,127.0,0.0,0.0,0.0,0.0,0.0
6.0,25.0,222.0,1.6,0.0,0.0,0.0,0.0
7.0,25.0,315.0,3.6,0.4,0.0,0.5,5.0
8.0,25.0,730.0,0.0,0.8,0.0,0.0,1.0
9.0,25.0,316.0,0.0,0.0,0.0,0.0,0.0
10.0,25.0,222.0,0.0,0.0,0.0,0.0,0.0
11.0,25.0,127.0,0.0,0.0,0.0,0.0,0.0
12.0,25.0,111.0,0.6,0.0,0.0,0.0,0.0
13.0,25.0,184.0,1.9,0.0,0.0,0.0,0.0
14.0,25.0,80.0,1.1,0.0,0.0,0.0,1.0
15.0,25.0,127.0,0.8,0.0,0.0,0.0,2.0
16.0,25.0,183.0,4.7,0.0,0.0,0.5,4.0
17.0,25.0,136.0,7.9,0.0,0.0,0.5,6.0
18.0,25.0,200.0,2.3,1.1,0.0,0.5,2.0
19.0,25.0,1671.0,6.6,1.2,0.0,0.5,9.0
20.0,25.0,3268.0,6.1,0.0,1.1,0.5,11.0
21.0,25.0,7000.0,12.2,0.0,0.4,1.0,20.0
22.0,25.0,7789.0,10.9,5.0,2.0,1.0,49.0
23.0,25.0,18373.0,9.3,0.0,4.0,1.0,40.0
24.0,25.0,9146.0,9.4,0.5,2.1,1.0,48.0
25.0,25.0,9065.0,11.5,3.1,3.9,1.0,15.0
26.0,25.0,13619.0,19.3,2.4,1.8,1.0,34.0
27.0,25.0,25862.0,15.7,4.5,1.4,1.0,32.0
28.0,25.0,53293.0,6.1,2.3,6.6,1.0,22.0
29.0,25.0,31249.0,7.4,2.3,2.5,13.0,22.0
30.0,25.0,28735.0,6.3,0.0,3.6,15.0,9.0
31.0,25.0,26340.0,6.4,0.0,3.2,1.0,22.0
32.0,25.0,24245.0,4.3,2.4,0.6,6.0,9.0
33.0,25.0,43775.0,2.8,1.1,0.8,22.0,18.0
34.0,25.0,12497.0,12.5,0.0,2.3,7.0,30.0
35.0,25.0,9185.0,15.5,2.2,0.0,1.0,21.0
36.0,25.0,9187.0,13.9,0.0,1.8,1.0,32.0
37.0,25.0,6031.0,11.1,0.0,1.9,1.0,48.0
38.0,25.0,3058.0,8.6,0.9,0.0,0.5,17.0
39.0,25.0,269.0,5.7,1.6,0.0,9.0,13.0
40.0,25.0,237.0,0.0,0.0,0.0,4.0,8.0
41.0,25.0,124.0,0.0,0.0,0.0,1.0,1.0
42.0,25.0,114.0,1.2,0.0,0.0,0.0,0.0
43.0,25.0,168.0,0.0,0.0,0.0,0.0,0.0
44.0,25.0,911.0,0.0,0.0,0.0,0.0,0.0
45.0,25.0,79.0,0.5,0.0,0.0,0.0,0.0
46.0,25.0,156.0,0.0,0.0,0.0,0.0,1.0
47.0,25.0,40.0,0.0,1.2,0.0,0.0,0.0
48.0,25.0,70.0,0.0,0.0,0.0,0.0,0.0
49.0,25.0,79.0,0.0,0.0,0.0,0.0,0.0
50.0,25.0,104.0,0.0,0.0,0.0,0.0,0.0
1.0,26.0,31.0,0.0,0.0,0.0,0.0,0.0
2.0,26.0,90.0,0.0,0.0,0.0,0.0,0.0
3.0,26.0,238.0,0.0,0.0,0.0,0.0,0.0
4.0,26.0,111.0,0.0,0.0,0.0,0.0,0.0
5.0,26.0,84.0,0.0,0.0,0.0,0.0,0.0
6.0,26.0,254.0,0.5,0.0,0.0,0.0,0.0
7.0,26.0,377.0,3.5,1.2,0.0,0.5,3.0
8.0,26.0,698.0,0.0,0.0,0.0,0.0,0.0
9.0,26.0,381.0,0.0,0.0,0.0,0.0,0.0
10.0,26.0,254.0,0.0,0.0,0.0,0.0,0.0
11.0,26.0,44.0,0.0,0.0,0.0,0.0,0.0
12.0,26.0,79.0,0.4,0.0,0.0,0.0,0.0
13.0,26.0,292.0,1.5,0.0,0.0,0.0,0.0
14.0,26.0,224.0,0.5,0.0,0.0,0.0,2.0
15.0,26.0,143.0,1.4,0.0,0.7,0.5,2.0
16.0,26.0,190.0,0.2,0.0,2.0,0.5,0.0
17.0,26.0,131.0,3.0,0.0,2.1,0.5,3.0
18.0,26.0,4846.0,2.6,0.6,2.3,0.5,16.0
19.0,26.0,630.0,0.0,1.7,1.9,0.5,7.0
20.0,26.0,3323.0,1.8,0.0,2.4,1.0,31.0
21.0,26.0,6727.0,8.1,0.0,3.4,1.0,19.0
22.0,26.0,5851.0,10.5,3.6,2.9,2.0,52.0
23.0,26.0,17984.0,13.0,0.4,2.6,1.0,16.0
24.0,26.0,9186.0,16.2,0.0,1.1,1.0,35.0
25.0,26.0,9166.0,18.9,2.3,4.0,1.0,11.0
26.0,26.0,9186.0,12.5,0.4,5.5,1.0,28.0
27.0,26.0,15865.0,14.5,0.0,2.4,1.0,13.0
28.0,26.0,36883.0,3.5,3.4,7.0,1.0,24.0
29.0,26.0,23347.0,3.0,1.7,5.9,0.5,8.0
30.0,26.0,25143.0,7.4,2.5,4.0,3.0,86.0
31.0,26.0,17361.0,8.1,0.0,2.7,1.0,20.0
32.0,26.0,22224.0,9.7,0.0,2.6,1.0,40.0
33.0,26.0,44450.0,7.6,1.4,2.5,25.0,33.0
34.0,26.0,24245.0,7.4,2.3,1.1,7.0,29.0
35.0,26.0,9185.0,9.4,2.3,0.4,1.0,41.0
36.0,26.0,9334.0,15.3,0.0,0.0,1.0,12.0
37.0,26.0,5012.0,6.6,0.0,1.2,1.0,49.0
38.0,26.0,4247.0,6.6,0.0,0.0,1.0,37.0
39.0,26.0,1162.0,6.3,2.6,0.0,0.5,2.0
40.0,26.0,4903.0,1.7,0.0,0.0,0.0,1.0
41.0,26.0,2881.0,3.8,0.0,0.0,0.5,4.0
