ncol,nrow,population,allroads,mainroads,secroads,industries,traffic_points
30.0,9.0,10287.0,2.6,4.5,0.0,0.5,7.0
31.0,9.0,5422.0,0.0,0.0,0.0,0.0,0.0
32.0,9.0,330.0,0.0,0.0,0.0,0.0,0.0
33.0,9.0,618.0,0.0,0.0,0.0,0.0,0.0
34.0,9.0,77.0,0.0,0.0,0.0,0.0,0.0
35.0,9.0,330.0,0.0,0.0,0.0,1.0,0.0
36.0,9.0,453.0,0.0,0.0,0.0,1.0,0.0
37.0,9.0,1078.0,0.0,1.2,0.0,1.0,0.0
38.0,9.0,4857.0,0.2,0.2,0.0,1.0,0.0
39.0,9.0,3077.0,0.0,0.0,0.0,1.0,0.0
40.0,9.0,79.0,0.0,0.0,0.0,1.0,0.0
41.0,9.0,79.0,0.0,0.0,0.0,1.0,0.0
42.0,9.0,164.0,0.0,0.0,0.0,0.0,0.0
43.0,9.0,817.0,0.0,1.2,0.0,0.0,2.0
44.0,9.0,44.0,0.0,0.0,0.0,0.0,0.0
45.0,9.0,103.0,0.0,0.0,0.0,0.0,0.0
46.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0
47.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0
48.0,9.0,206.0,0.0,0.0,0.0,0.0,0.0
49.0,9.0,110.0,0.0,1.1,0.0,0.0,0.0
50.0,9.0,284.0,0.0,1.9,0.0,0.5,1.0
1.0,10.0,1021.0,0.0,0.0,0.0,0.0,0.0
2.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0
3.0,10.0,134.0,0.0,0.0,0.0,0.0,0.0
4.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0
5.0,10.0,44.0,0.0,0.0,0.0,0.0,0.0
6.0,10.0,428.0,0.0,0.9,0.0,0.0,0.0
7.0,10.0,2165.0,0.0,0.3,0.0,0.0,2.0
8.0,10.0,400.0,0.0,0.0,0.0,0.0,0.0
9.0,10.0,919.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,3599.0,0.0,0.0,0.0,0.0,1.0
11.0,10.0,317.0,0.0,0.0,0.0,0.0,0.0
12.0,10.0,689.0,0.2,2.7,0.0,0.5,1.0
13.0,10.0,1794.0,0.0,0.2,0.0,0.5,2.0
14.0,10.0,161.0,0.0,0.0,0.0,0.0,0.0
15.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0
16.0,10.0,88.0,1.2,0.0,0.0,0.0,1.0
17.0,10.0,203.0,0.0,0.0,0.0,0.0,0.0
18.0,10.0,243.0,0.0,0.0,0.0,0.0,0.0
19.0,10.0,1046.0,0.0,1.2,0.0,0.0,4.0
20.0,10.0,1140.0,0.0,0.0,0.0,0.5,1.0
21.0,10.0,117.0,0.0,0.0,0.0,0.0,0.0
22.0,10.0,222.0,1.2,0.8,0.0,0.0,3.0
23.0,10.0,504.0,0.1,0.4,0.0,0.0,4.0
24.0,10.0,299.0,0.0,0.0,0.0,0.0,0.0
25.0,10.0,538.0,0.0,1.1,0.0,0.0,0.0
26.0,10.0,114.0,0.3,0.0,0.0,0.0,0.0
27.0,10.0,86.0,0.0,0.0,0.0,0.0,0.0
28.0,10.0,155.0,0.0,0.0,0.0,0.0,1.0
29.0,10.0,317.0,0.0,0.0,0.0,0.0,1.0
30.0,10.0,692.0,2.8,3.4,0.0,0.5,7.0
31.0,10.0,359.0,0.0,1.2,0.0,0.0,0.0
32.0,10.0,129.0,2.0,1.1,0.0,0.0,0.0
33.0,10.0,342.0,0.0,0.2,0.0,0.0,0.0
34.0,10.0,254.0,0.2,0.0,0.0,0.0,0.0
35.0,10.0,329.0,0.0,0.0,0.0,1.0,0.0
36.0,10.0,458.0,0.0,0.0,0.0,1.0,0.0
37.0,10.0,411.0,1.1,0.0,0.0,1.0,0.0
38.0,10.0,8055.0,3.2,1.4,0.0,2.0,20.0
39.0,10.0,2125.0,2.7,0.7,0.0,1.0,3.0
40.0,10.0,124.0,1.1,0.0,0.0,1.0,0.0
41.0,10.0,111.0,1.2,0.0,0.0,1.0,0.0
42.0,10.0,145.0,1.4,0.8,0.0,0.0,1.0
43.0,10.0,7473.0,0.0,0.5,0.0,0.0,0.0
44.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0
45.0,10.0,164.0,0.0,0.0,0.0,0.0,0.0
46.0,10.0,83.0,0.0,0.0,0.0,0.0,0.0
47.0,10.0,83.0,0.0,0.0,0.0,0.0,0.0
48.0,10.0,280.0,0.0,1.1,0.0,0.0,0.0
49.0,10.0,117.0,0.0,1.9,0.0,0.0,0.0
50.0,10.0,227.0,0.0,0.0,0.0,0.0,0.0
1.0,11.0,63.0,0.0,0.0,0.0,0.0,0.0
2.0,11.0,63.0,0.0,0.0,0.0,0.0,0.0
3.0,11.0,943.0,0.0,0.0,0.0,0.0,1.0
4.0,11.0,63.0,0.0,0.0,0.0,0.0,0.0
5.0,11.0,124.0,0.0,0.0,0.0,0.0,0.0
6.0,11.0,105.0,0.0,0.0,0.0,0.0,0.0
7.0,11.0,1618.0,0.0,1.3,0.0,0.0,2.0
8.0,11.0,253.0,0.0,0.0,0.0,0.0,0.0
9.0,11.0,63.0,0.0,0.0,0.0,0.0,0.0
10.0,11.0,105.0,0.0,0.0,0.0,0.0,0.0
11.0,11.0,222.0,0.0,0.0,0.0,0.0,0.0
12.0,11.0,749.0,0.0,0.0,0.0,0.5,1.0
13.0,11.0,9797.0,1.3,2.9,0.0,1.0,20.0
14.0,11.0,1022.0,6.9,0.0,0.0,0.5,4.0
15.0,11.0,442.0,1.2,0.0,0.0,0.0,0.0
16.0,11.0,1775.0,0.6,0.0,0.0,0.0,1.0
17.0,11.0,423.0,0.0,0.0,0.0,0.0,0.0
18.0,11.0,261.0,0.0,0.0,0.0,0.0,1.0
19.0,11.0,128.0,0.0,1.1,0.0,0.0,0.0
20.0,11.0,102.0,0.0,0.0,0.0,0.0,0.0
21.0,11.0,122.0,0.0,0.0,0.0,0.0,0.0
22.0,11.0,189.0,0.9,0.0,0.0,0.0,0.0
23.0,11.0,413.0,0.3,1.2,0.0,0.0,0.0
24.0,11.0,317.0,0.0,0.0,0.0,0.0,0.0
25.0,11.0,717.0,0.0,1.1,0.0,0.0,0.0
26.0,11.0,254.0,0.3,0.0,0.0,0.0,0.0
27.0,11.0,127.0,2.8,0.0,0.0,0.0,0.0
28.0,11.0,274.0,0.0,0.0,0.0,0.0,0.0
29.0,11.0,316.0,0.7,0.0,0.0,0.0,1.0
30.0,11.0,640.0,4.0,2.3,0.0,0.5,7.0
31.0,11.0,282.0,0.0,0.0,0.0,0.0,1.0
32.0,11.0,87.0,2.6,0.0,0.0,0.0,0.0
33.0,11.0,841.0,0.0,0.9,0.0,0.0,0.0
34.0,11.0,13044.0,2.3,1.7,0.0,0.5,2.0
35.0,11.0,413.0,1.4,0.0,0.0,0.0,0.0
36.0,11.0,8996.0,1.1,0.0,0.0,1.0,0.0
37.0,11.0,286.0,1.6,0.0,0.0,1.0,0.0
38.0,11.0,368.0,0.4,0.0,0.0,1.0,0.0
39.0,11.0,162.0,0.0,1.2,0.0,0.0,0.0
40.0,11.0,222.0,0.0,0.0,0.0,0.0,2.0
41.0,11.0,40.0,0.0,0.6,0.0,0.0,0.0
42.0,11.0,431.0,0.0,1.0,0.0,0.0,0.0
43.0,11.0,408.0,0.0,0.0,0.0,0.0,0.0
44.0,11.0,663.0,0.0,0.0,0.0,0.0,0.0
45.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0
46.0,11.0,83.0,0.0,0.0,0.0,0.0,0.0
47.0,11.0,187.0,0.0,1.2,0.0,0.0,0.0
48.0,11.0,211.0,0.0,1.9,0.0,0.0,0.0
49.0,11.0,83.0,0.0,0.0,0.0,0.0,0.0
50.0,11.0,1215.0,0.0,0.0,0.0,0.0,0.0
1.0,12.0,1021.0,0.0,0.0,0.0,0.0,0.0
2.0,12.0,63.0,0.0,0.0,0.0,0.0,0.0
3.0,12.0,127.0,0.0,0.0,0.0,0.0,1.0
4.0,12.0,63.0,0.0,0.0,0.0,0.0,0.0
5.0,12.0,79.0,0.0,0.0,0.0,0.0,0.0
6.0,12.0,44.0,0.0,0.0,0.0,0.0,1.0
7.0,12.0,238.0,0.0,0.7,0.0,0.0,0.0
8.0,12.0,393.0,0.0,0.5,0.0,0.0,0.0
9.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0
10.0,12.0,925.0,0.0,0.0,0.0,0.0,0.0
11.0,12.0,127.0,0.0,0.0,0.0,0.0,0.0
12.0,12.0,63.0,0.0,0.0,0.0,0.0,7.0
13.0,12.0,6412.0,0.3,0.0,0.0,0.5,16.0
14.0,12.0,5588.0,3.9,2.9,0.0,1.0,19.0
15.0,12.0,715.0,2.2,0.0,0.0,1.0,28.0
16.0,12.0,286.0,0.0,0.0,0.0,0.0,1.0
17.0,12.0,143.0,0.0,0.0,0.0,0.0,0.0
18.0,12.0,210.0,0.0,0.0,0.0,0.0,0.0
19.0,12.0,2477.0,0.0,1.2,0.0,0.5,1.0
20.0,12.0,235.0,0.0,0.0,0.0,0.0,0.0
21.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0
22.0,12.0,113.0,0.0,0.0,0.0,0.0,0.0
23.0,12.0,681.0,0.0,1.0,0.0,0.0,1.0
24.0,12.0,333.0,0.0,0.5,0.0,0.0,0.0
25.0,12.0,710.0,0.0,1.1,0.0,0.0,0.0
26.0,12.0,226.0,0.0,0.0,0.0,0.0,0.0
27.0,12.0,112.0,1.0,0.0,0.0,0.0,0.0
28.0,12.0,241.0,2.0,0.0,0.0,0.0,0.0
29.0,12.0,1414.0,1.0,0.0,0.0,0.0,2.0
30.0,12.0,11189.0,7.2,2.3,0.0,1.0,25.0
31.0,12.0,1019.0,1.7,0.0,0.0,0.5,2.0
32.0,12.0,24.0,0.7,0.0,0.0,0.0,0.0
33.0,12.0,1286.0,0.0,0.4,0.0,0.0,0.0
34.0,12.0,613.0,1.4,1.0,0.0,0.5,0.0
35.0,12.0,571.0,0.6,0.0,0.0,0.0,1.0
36.0,12.0,273.0,1.6,0.0,0.0,1.0,0.0
37.0,12.0,247.0,0.4,0.0,0.0,1.0,0.0
38.0,12.0,240.0,0.0,0.0,0.0,0.0,0.0
39.0,12.0,254.0,0.0,0.5,0.0,0.0,1.0
40.0,12.0,538.0,0.0,1.8,0.0,0.0,1.0
41.0,12.0,727.0,0.0,2.1,0.0,0.5,0.0
42.0,12.0,286.0,0.0,0.0,0.0,0.0,0.0
43.0,12.0,155.0,0.0,0.0,0.0,0.0,0.0
44.0,12.0,83.0,0.0,0.0,0.0,0.0,0.0
45.0,12.0,26.0,0.0,0.0,0.6,0.0,0.0
46.0,12.0,1027.0,0.0,1.5,0.0,0.5,0.0
47.0,12.0,118.0,0.0,1.8,0.0,0.0,0.0
48.0,12.0,136.0,0.0,0.0,0.0,0.0,0.0
49.0,12.0,93.0,0.2,0.0,0.0,0.0,0.0
50.0,12.0,83.0,1.3,0.0,0.0,0.0,0.0
1.0,13.0,254.0,0.0,0.0,0.0,0.0,0.0
2.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0
3.0,13.0,1110.0,0.0,0.0,0.0,0.0,0.0
4.0,13.0,87.0,0.0,0.0,0.0,0.0,0.0
5.0,13.0,983.0,0.0,0.0,0.0,0.0,0.0
6.0,13.0,177.0,0.0,0.0,0.0,0.0,1.0
7.0,13.0,85.0,0.0,0.0,0.0,0.0,0.0
8.0,13.0,4494.0,0.0,1.2,0.0,0.0,0.0
9.0,13.0,195.0,0.0,0.0,0.0,0.0,0.0
10.0,13.0,167.0,0.0,0.0,0.0,0.0,0.0
11.0,13.0,199.0,0.0,0.0,0.0,0.0,0.0
12.0,13.0,287.0,0.7,0.0,0.0,0.0,1.0
13.0,13.0,4413.0,0.0,0.0,0.0,0.5,10.0
14.0,13.0,4750.0,0.0,0.2,0.0,0.5,4.0
15.0,13.0,11840.0,0.7,2.7,0.0,2.0,56.0
16.0,13.0,10102.0,0.0,0.0,0.0,0.5,0.0
17.0,13.0,1394.0,0.0,0.0,0.0,0.0,0.0
18.0,13.0,566.0,0.0,0.0,0.0,0.0,0.0
19.0,13.0,538.0,0.0,0.5,0.0,0.0,8.0
20.0,13.0,409.0,0.0,0.8,0.0,0.0,0.0
21.0,13.0,215.0,0.0,0.0,0.0,0.0,1.0
22.0,13.0,1093.0,0.0,0.0,0.0,0.0,2.0
23.0,13.0,972.0,0.0,0.0,0.0,0.0,0.0
24.0,13.0,955.0,0.0,1.5,0.0,0.0,1.0
25.0,13.0,15982.0,1.1,3.8,0.0,0.5,6.0
26.0,13.0,440.0,0.1,2.1,0.0,0.5,2.0
27.0,13.0,342.0,0.4,2.1,0.0,0.5,2.0
28.0,13.0,2688.0,1.9,2.2,0.0,0.5,6.0
29.0,13.0,760.0,4.2,2.1,0.0,0.5,2.0
30.0,13.0,5307.0,4.6,4.3,0.0,1.0,21.0
31.0,13.0,756.0,3.0,0.8,0.0,0.0,0.0
32.0,13.0,539.0,0.0,0.0,0.0,0.0,0.0
33.0,13.0,3092.0,0.0,1.3,0.0,0.0,0.0
34.0,13.0,578.0,1.4,0.0,0.0,0.0,0.0
35.0,13.0,587.0,0.0,0.0,0.0,0.0,0.0
36.0,13.0,381.0,1.7,0.0,0.0,0.5,3.0
37.0,13.0,461.0,0.7,0.0,0.0,0.5,11.0
38.0,13.0,1255.0,0.0,0.0,0.0,0.0,0.0
39.0,13.0,1237.0,0.0,0.8,0.0,0.0,0.0
40.0,13.0,1046.0,0.0,0.8,0.0,0.0,0.0
41.0,13.0,508.0,0.0,0.3,0.0,0.0,0.0
42.0,13.0,2164.0,0.0,1.1,0.0,0.0,0.0
43.0,13.0,444.0,0.0,1.2,0.0,0.0,0.0
44.0,13.0,1017.0,0.5,2.7,0.1,0.5,0.0
45.0,13.0,233.0,0.0,3.4,0.0,0.5,0.0
46.0,13.0,209.0,0.0,1.0,0.0,0.0,0.0
47.0,13.0,261.0,0.0,0.0,0.0,0.0,0.0
48.0,13.0,264.0,0.0,0.0,0.0,0.0,0.0
49.0,13.0,265.0,0.0,0.0,0.0,0.0,0.0
50.0,13.0,464.0,0.0,0.0,0.0,0.0,0.0
1.0,14.0,317.0,0.0,0.6,0.0,0.0,0.0
2.0,14.0,127.0,0.0,0.0,0.0,0.0,0.0
3.0,14.0,919.0,0.0,0.0,0.0,0.0,0.0
4.0,14.0,127.0,0.0,0.0,0.0,0.0,0.0
5.0,14.0,919.0,0.0,0.0,0.0,0.0,0.0
6.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0
7.0,14.0,51.0,0.0,0.0,0.0,0.0,0.0
8.0,14.0,404.0,0.0,1.1,0.0,0.0,1.0
9.0,14.0,190.0,0.0,0.0,0.0,0.0,0.0
10.0,14.0,63.0,0.0,0.0,0.0,0.0,0.0
11.0,14.0,1711.0,0.1,0.0,0.0,0.0,0.0
12.0,14.0,127.0,1.3,0.0,0.0,0.0,0.0
13.0,14.0,185.0,0.8,0.0,0.0,0.0,0.0
14.0,14.0,221.0,0.0,0.0,0.0,0.0,0.0
15.0,14.0,271.0,0.1,0.5,0.0,0.5,13.0
16.0,14.0,4683.0,0.0,2.3,0.0,1.0,33.0
17.0,14.0,1678.0,0.0,0.0,0.0,0.5,1.0
18.0,14.0,301.0,0.0,0.0,0.0,0.0,0.0
19.0,14.0,222.0,0.0,0.0,0.0,0.0,1.0
20.0,14.0,266.0,0.0,3.3,0.0,0.5,9.0
21.0,14.0,284.0,0.0,2.1,0.0,0.5,3.0
22.0,14.0,284.0,0.0,2.6,0.0,0.5,0.0
23.0,14.0,276.0,0.0,2.6,0.0,0.5,2.0
24.0,14.0,280.0,0.0,2.0,0.0,0.0,0.0
25.0,14.0,638.0,1.5,1.1,0.0,0.5,1.0
26.0,14.0,455.0,5.1,0.2,0.0,0.5,0.0
27.0,14.0,243.0,4.5,0.0,0.0,0.5,9.0
28.0,14.0,278.0,5.5,0.0,0.0,0.5,17.0
29.0,14.0,365.0,1.3,0.0,0.0,0.0,0.0
30.0,14.0,684.0,3.6,2.3,0.0,1.0,26.0
31.0,14.0,315.0,3.6,1.3,0.0,0.5,0.0
32.0,14.0,788.0,3.3,3.3,0.0,0.5,5.0
33.0,14.0,850.0,3.5,2.5,0.0,0.5,0.0
34.0,14.0,335.0,1.7,1.8,0.0,0.5,1.0
35.0,14.0,334.0,2.0,0.0,0.0,0.5,4.0
36.0,14.0,323.0,1.4,0.0,0.0,0.5,0.0
37.0,14.0,323.0,2.5,0.0,0.0,0.5,8.0
38.0,14.0,9449.0,0.6,0.9,0.0,0.0,1.0
39.0,14.0,349.0,0.0,0.6,0.0,0.0,0.0
40.0,14.0,270.0,0.0,0.0,0.0,0.0,0.0
41.0,14.0,127.0,0.0,0.0,0.0,0.0,0.0
42.0,14.0,90.0,0.0,1.2,0.0,0.0,0.0
43.0,14.0,232.0,0.2,2.4,0.0,0.5,0.0
44.0,14.0,35.0,0.5,0.9,0.0,0.0,0.0
45.0,14.0,35.0,0.0,0.5,0.0,0.0,0.0
46.0,14.0,156.0,0.0,0.8,0.0,0.0,0.0
47.0,14.0,93.0,0.0,0.0,0.0,0.0,0.0
48.0,14.0,186.0,0.0,0.0,0.0,0.0,0.0
49.0,14.0,161.0,0.0,0.0,0.0,0.0,0.0
50.0,14.0,104.0,0.0,0.0,0.0,0.0,0.0
1.0,15.0,431.0,0.0,1.1,0.0,0.0,1.0
2.0,15.0,238.0,0.0,0.3,0.0,0.0,0.0
3.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0
4.0,15.0,919.0,0.0,0.0,0.0,0.0,0.0
5.0,15.0,63.0,0.0,0.0,0.0,0.0,0.0
6.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0
7.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0
8.0,15.0,403.0,0.0,1.1,0.0,0.0,2.0
9.0,15.0,161.0,0.0,0.0,0.0,0.0,0.0
10.0,15.0,63.0,0.0,0.0,0.0,0.0,0.0
11.0,15.0,79.0,1.4,0.0,0.0,0.0,0.0
12.0,15.0,36.0,0.0,0.0,0.0,0.0,0.0
13.0,15.0,254.0,1.2,0.0,0.0,0.0,0.0
14.0,15.0,127.0,0.0,0.0,0.0,0.0,1.0
15.0,15.0,253.0,0.3,0.0,0.0,0.0,0.0
16.0,15.0,432.0,1.1,1.0,0.0,0.5,3.0
17.0,15.0,698.0,0.2,1.8,0.0,0.5,1.0
18.0,15.0,508.0,0.0,0.0,0.0,0.0,0.0
19.0,15.0,70.0,0.0,2.5,0.0,0.5,1.0
20.0,15.0,95.0,0.0,0.6,0.0,0.0,0.0
21.0,15.0,364.0,0.0,1.0,0.0,0.0,0.0
22.0,15.0,405.0,0.0,0.0,0.0,0.0,1.0
23.0,15.0,511.0,0.0,0.0,0.0,0.0,0.0
24.0,15.0,479.0,0.0,0.0,0.0,0.0,1.0
25.0,15.0,326.0,0.0,0.0,0.0,0.5,0.0
26.0,15.0,10082.0,0.0,1.2,0.0,0.5,5.0
27.0,15.0,549.0,1.1,0.0,0.0,0.0,0.0
28.0,15.0,472.0,0.9,0.0,0.0,0.0,2.0
29.0,15.0,7786.0,1.8,0.0,0.0,6.0,4.0
30.0,15.0,828.0,4.8,2.3,0.0,1.0,31.0
31.0,15.0,317.0,5.8,0.0,0.0,0.0,4.0
32.0,15.0,1077.0,3.7,1.2,0.0,0.5,5.0
33.0,15.0,3954.0,5.0,0.0,0.0,1.0,22.0
34.0,15.0,1582.0,1.2,0.5,0.0,3.0,1.0
35.0,15.0,815.0,4.1,2.7,0.0,0.5,12.0
36.0,15.0,1041.0,0.4,0.4,0.0,0.0,1.0
37.0,15.0,708.0,3.6,0.9,0.0,1.0,7.0
38.0,15.0,1177.0,1.4,0.6,0.0,1.0,2.0
39.0,15.0,5468.0,2.5,0.0,0.0,1.0,1.0
40.0,15.0,114.0,3.4,0.7,0.0,1.0,1.0
41.0,15.0,142.0,0.9,2.4,0.0,0.5,0.0
42.0,15.0,100.0,1.2,1.2,0.0,0.0,0.0
43.0,15.0,184.0,0.3,0.0,0.0,0.0,1.0
44.0,15.0,35.0,0.0,0.4,0.0,0.0,0.0
45.0,15.0,40.0,0.0,1.3,0.0,0.0,0.0
46.0,15.0,26.0,0.0,0.4,0.0,0.0,0.0
47.0,15.0,93.0,0.0,0.0,0.0,0.0,0.0
48.0,15.0,209.0,0.0,0.0,0.0,0.0,0.0
49.0,15.0,93.0,0.0,0.0,0.0,0.0,0.0
50.0,15.0,104.0,0.0,0.0,0.0,0.0,0.0
1.0,16.0,143.0,0.0,0.0,0.0,0.0,0.0
2.0,16.0,431.0,0.0,1.4,0.0,0.0,0.0
3.0,16.0,365.0,0.0,0.1,0.0,0.0,0.0
4.0,16.0,105.0,0.0,0.0,0.0,0.0,0.0
5.0,16.0,63.0,0.0,0.0,0.0,0.0,0.0
6.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0
7.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0
8.0,16.0,450.0,0.0,1.2,0.0,0.0,1.0
9.0,16.0,1855.0,0.0,0.0,0.0,0.0,0.0
10.0,16.0,105.0,0.6,0.0,0.0,0.0,0.0
11.0,16.0,70.0,1.6,0.0,0.0,0.0,0.0
12.0,16.0,79.0,1.6,0.0,0.0,0.0,0.0
13.0,16.0,1904.0,2.5,0.0,0.0,0.5,2.0
14.0,16.0,127.0,1.1,0.0,0.0,0.0,0.0
15.0,16.0,94.0,1.0,0.0,0.0,0.0,0.0
16.0,16.0,70.0,0.0,0.0,0.0,0.0,0.0
17.0,16.0,427.0,0.0,1.5,0.0,0.5,1.0
18.0,16.0,947.0,0.0,2.8,0.0,0.5,10.0
19.0,16.0,265.0,0.0,1.1,0.0,0.0,2.0
20.0,16.0,5105.0,1.5,0.6,0.0,0.5,0.0
21.0,16.0,581.0,0.0,0.8,0.0,0.0,1.0
22.0,16.0,1270.0,0.0,0.0,0.0,0.5,1.0
23.0,16.0,2500.0,0.0,0.0,0.0,0.0,0.0
24.0,16.0,5835.0,0.0,0.0,0.0,0.0,0.0
25.0,16.0,1233.0,0.0,0.0,0.0,0.5,0.0
26.0,16.0,19301.0,4.6,1.1,0.0,0.5,13.0
27.0,16.0,7334.0,1.3,0.0,0.0,0.5,1.0
28.0,16.0,4762.0,1.2,0.0,0.0,0.5,17.0
29.0,16.0,1794.0,7.5,0.0,0.0,0.5,17.0
30.0,16.0,1221.0,7.1,2.2,0.0,1.0,36.0
31.0,16.0,1041.0,8.4,0.0,0.1,0.5,11.0
32.0,16.0,9871.0,10.0,1.2,0.4,1.0,51.0
33.0,16.0,15485.0,6.6,0.0,0.0,7.0,45.0
34.0,16.0,14055.0,11.6,0.0,0.0,3.0,17.0
35.0,16.0,2356.0,4.9,0.0,0.0,0.5,3.0
36.0,16.0,950.0,4.9,3.7,0.0,5.0,35.0
37.0,16.0,913.0,1.2,0.6,0.0,1.0,4.0
38.0,16.0,781.0,1.9,0.4,0.0,1.0,0.0
39.0,16.0,266.0,2.8,2.4,0.0,1.0,0.0
40.0,16.0,138.0,1.4,1.7,0.0,1.0,0.0
41.0,16.0,117.0,0.7,0.0,0.0,0.0,0.0
42.0,16.0,59.0,2.2,0.0,0.0,0.0,0.0
43.0,16.0,1195.0,1.3,1.8,0.0,0.5,2.0
44.0,16.0,104.0,0.0,0.9,0.0,0.0,0.0
45.0,16.0,104.0,0.0,0.0,0.0,0.0,0.0
46.0,16.0,104.0,0.0,0.0,0.0,0.0,0.0
47.0,16.0,104.0,0.0,0.0,0.0,0.0,0.0
48.0,16.0,1050.0,0.0,0.0,0.0,0.0,0.0
49.0,16.0,186.0,0.0,0.0,0.0,0.0,0.0
50.0,16.0,35.0,0.0,0.0,0.0,0.0,7.0
1.0,17.0,124.0,0.0,0.0,0.0,0.0,0.0
2.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0
3.0,17.0,485.0,0.0,1.4,0.0,0.0,0.0
4.0,17.0,15.0,0.0,0.4,0.0,0.0,1.0
5.0,17.0,127.0,0.0,0.0,0.0,0.0,0.0
6.0,17.0,104.0,0.0,0.0,0.0,0.0,9.0
7.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
8.0,17.0,1271.0,0.0,0.3,0.0,0.0,0.0
9.0,17.0,73.0,0.0,0.9,0.0,0.0,1.0
10.0,17.0,86.0,1.3,0.0,0.0,0.0,0.0
11.0,17.0,63.0,0.7,0.0,0.0,0.0,0.0
12.0,17.0,63.0,1.0,0.0,0.0,0.0,0.0
13.0,17.0,170.0,0.9,0.0,0.0,0.5,2.0
14.0,17.0,187.0,1.7,0.0,0.0,0.0,7.0
15.0,17.0,141.0,1.5,0.0,0.0,0.0,0.0
16.0,17.0,224.0,1.1,0.0,0.0,0.0,0.0
17.0,17.0,254.0,2.0,0.0,0.0,0.0,1.0
18.0,17.0,1092.0,1.9,4.2,0.0,0.5,12.0
19.0,17.0,608.0,0.0,1.0,0.0,0.0,2.0
20.0,17.0,2963.0,0.3,1.1,0.0,0.5,2.0
21.0,17.0,4001.0,0.1,0.0,0.0,0.5,0.0
22.0,17.0,276.0,0.0,0.0,0.0,0.5,0.0
23.0,17.0,2346.0,0.0,0.0,0.0,0.0,0.0
24.0,17.0,4671.0,0.4,0.0,0.0,0.5,0.0
25.0,17.0,7475.0,0.0,0.0,0.0,0.5,0.0
26.0,17.0,8830.0,1.0,1.2,0.0,0.5,7.0
27.0,17.0,20576.0,1.9,0.0,0.0,0.5,3.0
28.0,17.0,44621.0,4.3,0.0,0.0,0.5,8.0
29.0,17.0,9186.0,4.3,1.4,0.0,10.0,28.0
30.0,17.0,13691.0,4.8,1.1,1.1,4.0,26.0
31.0,17.0,4430.0,5.9,1.0,1.0,1.0,19.0
32.0,17.0,9176.0,14.2,0.4,0.7,1.0,30.0
33.0,17.0,18261.0,6.1,0.0,1.5,7.0,20.0
34.0,17.0,9454.0,6.4,0.0,1.1,9.0,13.0
35.0,17.0,9043.0,6.1,0.9,1.2,7.0,44.0
36.0,17.0,1909.0,3.3,2.3,0.1,1.0,8.0
37.0,17.0,423.0,0.9,4.1,0.0,1.0,0.0
38.0,17.0,823.0,2.7,2.0,0.0,1.0,0.0
39.0,17.0,338.0,1.3,0.0,0.0,1.0,0.0
40.0,17.0,405.0,0.0,0.0,0.0,1.0,0.0
41.0,17.0,333.0,0.0,0.0,0.0,0.0,0.0
42.0,17.0,124.0,0.0,0.0,0.0,0.0,0.0
43.0,17.0,206.0,0.0,1.0,0.0,0.0,0.0
44.0,17.0,35.0,0.0,0.2,0.0,0.0,1.0
45.0,17.0,35.0,0.0,0.0,0.0,0.0,0.0
46.0,17.0,117.0,0.0,0.0,0.0,0.0,0.0
47.0,17.0,26.0,0.0,0.0,0.0,0.0,0.0
48.0,17.0,163.0,0.0,0.0,0.0,0.0,0.0
49.0,17.0,35.0,0.0,0.0,0.0,0.0,0.0
50.0,17.0,35.0,0.0,0.0,0.0,0.0,0.0
1.0,18.0,143.0,0.0,0.0,0.0,0.0,0.0
2.0,18.0,215.0,0.0,0.0,0.0,0.0,0.0
3.0,18.0,6802.0,0.0,0.0,0.0,0.0,0.0
4.0,18.0,580.0,0.0,0.7,0.0,0.0,0.0
5.0,18.0,8230.0,0.0,1.1,0.0,0.0,0.0
6.0,18.0,524.0,0.0,0.7,0.0,0.0,0.0
7.0,18.0,413.0,0.0,0.0,0.0,0.0,0.0
8.0,18.0,2060.0,0.0,1.1,0.0,0.0,2.0
9.0,18.0,1778.0,0.0,0.0,0.0,0.0,0.0
10.0,18.0,495.0,2.0,0.0,0.0,0.0,0.0
11.0,18.0,303.0,0.8,0.0,0.0,0.0,1.0
12.0,18.0,199.0,0.0,0.0,0.0,0.0,0.0
